name,element,team,position,value,total_points,minutes,goals_scored,assists,clean_sheets,yellow_cards,influence,creativity,threat,ict_index,round
Todd Cantwell,325,Norwich,MID,53,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Tom Cleverley,381,Watford,MID,48,1,58,0,0,0,0,7.8,32.0,8.0,4.8,23
Tom Cleverley,381,Watford,MID,48,0,20,0,0,0,1,2.0,4.4,7.0,1.3,23
Tom Davies,176,Everton,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Tom Heaton,509,Man Utd,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Tomas Soucek,422,West Ham,MID,57,2,90,0,0,0,0,9.2,12.2,11.0,3.2,23
Tommy Doyle,566,Man City,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Toti António Gomes,685,Wolves,DEF,45,1,90,0,0,0,1,21.4,1.6,0.0,2.3,23
Trent Alexander-Arnold,237,Liverpool,DEF,84,2,90,0,0,0,0,8.2,11.0,2.0,2.1,23
Trevoh Chalobah,527,Chelsea,DEF,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Troy Deeney,380,Watford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Troy Deeney,380,Watford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Tyler Morton,620,Liverpool,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Tyler Onyango,630,Everton,MID,45,1,25,0,0,0,0,1.2,0.0,18.0,1.9,23
Tyler Roberts,193,Leeds,MID,48,1,19,0,0,0,0,1.4,0.5,2.0,0.4,23
Tyrick Mitchell,162,Crystal Palace,DEF,45,1,90,0,0,0,0,8.2,0.8,0.0,0.9,23
Tyrone Mings,38,Aston Villa,DEF,50,6,90,0,0,1,1,23.0,13.3,0.0,3.6,23
Vicente Guaita,146,Crystal Palace,GK,46,2,90,0,0,0,0,12.0,0.0,0.0,1.2,23
Victor Lindelöf,284,Man Utd,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Viljami Sinisalo,596,Aston Villa,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Vincent Angelini,642,Watford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Vincent Angelini,642,Watford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Virgil van Dijk,229,Liverpool,DEF,66,8,90,1,0,0,0,47.6,0.8,17.0,6.5,23
Vitalii Mykolenko,675,Everton,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Vitaly Janelt,84,Brentford,MID,50,2,90,0,0,0,0,11.4,25.5,0.0,3.7,23
Vladimir Coufal,418,West Ham,DEF,47,7,69,0,0,1,0,12.0,1.4,0.0,1.3,23
Vontae Daley-Campbell,639,Leicester,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wayne Hennessey,480,Burnley,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wayne Hennessey,480,Burnley,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wesley Fofana,220,Leicester,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wesley Moraes,47,Aston Villa,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wilfred Ndidi,216,Leicester,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wilfried Zaha,154,Crystal Palace,MID,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Will Hughes,386,Crystal Palace,MID,47,1,76,0,0,0,1,2.8,0.4,0.0,0.3,23
Will Norris,114,Burnley,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Will Norris,114,Burnley,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
William Saliba,27,Arsenal,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
William Smallbone,347,Southampton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
William Troost-Ekong,387,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
William Troost-Ekong,387,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Willian Borges Da Silva,3,Arsenal,MID,63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Willy Boly,428,Wolves,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Willy Caballero,641,Southampton,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Winston Reid,410,West Ham,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wout Weghorst,700,Burnley,FWD,65,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Wout Weghorst,700,Burnley,FWD,65,2,90,0,0,1,0,3.2,2.0,26.0,3.1,23
Xherdan Shaqiri,226,Liverpool,MID,59,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Yan Valery,546,Southampton,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Yerry Mina,175,Everton,DEF,49,1,90,0,0,0,1,6.6,1.6,10.0,1.8,23
Yerson Mosquera Valdelamar,446,Wolves,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Yoane Wissa,524,Brentford,MID,59,1,32,0,0,0,0,0.0,0.3,3.0,0.2,23
Youri Tielemans,210,Leicester,MID,64,2,90,0,0,0,0,30.8,24.4,34.0,8.9,23
Yves Bissouma,70,Brighton,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Zack Steffen,260,Man City,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Álvaro Fernández,556,Brentford,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23
Çaglar Söyüncü,217,Leicester,DEF,49,2,90,0,0,0,0,27.8,1.0,0.0,2.9,23
Aaron Cresswell,411,West Ham,DEF,53,8,90,0,0,1,0,22.2,25.8,2.0,5.0,24
Aaron Lennon,575,Burnley,MID,49,1,21,0,0,0,0,2.4,0.8,0.0,0.3,24
Aaron Ramsdale,559,Arsenal,GK,51,9,90,0,0,1,0,30.0,1.0,0.0,3.1,24
Aaron Ramsey,496,Aston Villa,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Aaron Wan-Bissaka,288,Man Utd,DEF,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Abdoulaye Doucouré,173,Everton,MID,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Adam Armstrong,525,Southampton,FWD,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Adam Forshaw,552,Leeds,MID,45,1,5,0,0,0,0,0.4,0.3,0.0,0.1,24
Adam Idah,329,Norwich,FWD,49,5,83,0,1,0,0,17.0,12.0,12.0,4.1,24
Adam Masina,390,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Adama Traoré,435,Wolves,MID,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Adedapo Awokoya-Mebude,469,Watford,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ademola Lookman,587,Leicester,MID,60,2,78,0,0,0,0,7.2,15.8,4.0,2.7,24
Adrián San Miguel del Castillo,223,Liverpool,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ainsley Maitland-Niles,13,Arsenal,MID,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ajibola Alese,644,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Albert Sambi Lokonga,478,Arsenal,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alex Iwobi,174,Everton,MID,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alex Kral,589,West Ham,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alex McCarthy,334,Southampton,GK,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alex Nicolao Telles,279,Man Utd,DEF,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alex Oxlade-Chamberlain,227,Liverpool,MID,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Alexandre Lacazette,6,Arsenal,FWD,84,5,80,0,1,1,0,20.6,23.0,97.0,14.1,24
Alisson Ramses Becker,231,Liverpool,GK,60,6,90,0,0,1,0,12.4,0.0,0.0,1.2,24
Allan Marques Loureiro,171,Everton,MID,43,1,90,0,0,0,1,17.6,3.4,0.0,2.1,24
Allan Saint-Maximin,307,Newcastle,FWD,68,5,90,0,1,0,0,25.4,32.6,66.0,12.4,24
Alphonse Areola,489,West Ham,GK,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Amad Diallo,636,Man Utd,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andre Gray,383,Watford,FWD,54,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andreas Pereira,511,Man Utd,MID,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andreas Söndergaard,444,Wolves,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andrew Omobamidele,331,Norwich,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andrew Robertson,234,Liverpool,DEF,71,6,90,0,0,1,0,14.8,37.4,4.0,5.6,24
Andriy Yarmolenko,412,West Ham,MID,51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Andros Townsend,482,Everton,MID,52,2,90,0,0,0,0,5.4,1.4,22.0,2.9,24
André Filipe Tavares Gomes,172,Everton,MID,49,0,59,0,0,0,1,2.4,2.3,0.0,0.5,24
Andy Lonergan,571,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Angelo Ogbonna,409,West Ham,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Angus Gunn,448,Norwich,GK,40,4,90,0,0,0,0,31.8,0.0,0.0,3.2,24
Anthony Elanga,512,Man Utd,MID,48,1,5,0,0,0,0,4.2,14.6,0.0,1.9,24
Anthony Gordon,503,Everton,MID,45,2,90,0,0,0,0,12.4,12.6,25.0,5.0,24
Anthony Martial,278,Man Utd,FWD,76,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Anwar El Ghazi,42,Everton,MID,56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Archie Gray,658,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Armando Broja,518,Southampton,FWD,52,6,89,1,0,0,0,34.8,12.9,62.0,11.0,24
Armstrong Oko-Flex,652,West Ham,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Arthur Masuaku,417,West Ham,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Arthur Okonkwo,572,Arsenal,GK,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ashley Barnes,105,Burnley,FWD,52,1,2,0,0,0,0,1.0,0.1,0.0,0.1,24
Ashley Fletcher,395,Watford,FWD,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ashley Westwood,107,Burnley,MID,53,2,90,0,0,0,0,18.0,15.3,0.0,3.3,24
Ashley Young,52,Aston Villa,DEF,47,1,12,0,0,0,0,1.0,10.3,0.0,1.1,24
Asmir Begović,481,Everton,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Axel Tuanzebe,283,Man Utd,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Aymeric Laporte,259,Man City,DEF,58,6,90,0,0,1,0,10.2,5.1,4.0,1.9,24
Ayotomiwa Dele-Bashiru,394,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ayoze Pérez,211,Leicester,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bailey Peacock-Farrell,117,Burnley,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bali Mumba,515,Norwich,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bamidele Alli,363,Everton,MID,62,2,65,0,0,0,0,18.4,22.5,24.0,6.5,24
Ben Davies,248,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ben Davies,364,Spurs,DEF,45,1,90,0,0,0,0,32.4,0.4,8.0,4.1,24
Ben Foster,376,Watford,GK,41,2,90,0,0,0,0,9.8,0.0,0.0,1.0,24
Ben Gibson,456,Norwich,DEF,44,2,90,0,0,0,0,23.8,0.0,0.0,2.4,24
Ben Godfrey,179,Everton,DEF,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ben Johnson,425,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ben Mee,106,Burnley,DEF,48,2,90,0,0,0,0,22.4,0.4,0.0,2.3,24
Ben Nelson,645,Leicester,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ben White,67,Arsenal,DEF,45,7,90,0,0,1,0,25.6,10.3,20.0,5.6,24
Ben Wilmot,401,Watford,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ben Woodburn,553,Liverpool,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Benjamin Chrisene,703,Aston Villa,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Benjamin Mendy,253,Man City,DEF,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bernard Anício Caldeira Duarte,167,Everton,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bernardo Mota Veiga de Carvalho e Silva,261,Man City,MID,75,3,90,0,0,1,0,8.8,8.1,11.0,2.8,24
Bernd Leno,1,Arsenal,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bertrand Traoré,32,Aston Villa,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Billy Gilmour,145,Norwich,MID,43,1,26,0,0,0,0,0.2,0.4,0.0,0.1,24
Björn Engels,31,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bobby Thomas,534,Burnley,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Boubakary Soumaré,458,Leicester,MID,48,1,59,0,0,0,0,3.2,1.9,7.0,1.2,24
Brandon Austin,659,Spurs,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Brandon Williams,290,Norwich,DEF,39,1,90,0,0,0,1,21.8,10.8,0.0,3.3,24
Bruno André Cavaco Jordão,661,Wolves,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bruno Guimarães Rodriguez Moura,697,Newcastle,MID,50,1,1,0,0,0,0,5.2,10.3,0.0,1.6,24
Bruno Miguel Borges Fernandes,277,Man Utd,MID,117,2,90,0,0,0,0,27.2,86.5,53.0,16.7,24
Bryan Gil Salvatierra,487,Spurs,MID,57,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Bryan Mbeumo,96,Brentford,MID,53,1,28,0,0,0,0,1.0,0.3,2.0,0.3,24
Bukayo Saka,22,Arsenal,MID,64,3,70,0,0,1,0,5.8,24.7,18.0,4.9,24
Callum Wilson,296,Newcastle,FWD,72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Calum Chambers,10,Aston Villa,DEF,42,1,1,0,0,0,0,0.0,0.0,4.0,0.4,24
Cameron Archer,568,Aston Villa,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Caoimhin Kelleher,242,Liverpool,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Carney Chukwuemeka,526,Aston Villa,MID,45,1,31,0,0,0,0,1.8,1.7,10.0,1.4,24
Cenk Tosun,622,Everton,FWD,50,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Charlie Cresswell,563,Leeds,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Charlie Goode,87,Brentford,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Charlie Patino,664,Arsenal,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Charlie Taylor,113,Burnley,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Charlie Whitaker,613,Everton,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Che Adams,345,Southampton,FWD,68,7,87,1,0,0,0,37.2,20.9,66.0,12.4,24
Cheikhou Kouyaté,150,Crystal Palace,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Chem Campbell,548,Wolves,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Chris Wood,109,Newcastle,FWD,67,2,90,0,0,0,0,4.6,1.5,41.0,4.7,24
Christian Benteke,149,Crystal Palace,FWD,61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Christian Eriksen,699,Brentford,MID,55,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Christian Kabasele,384,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Christian Marques,549,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Christian Nørgaard,77,Brentford,MID,50,2,90,0,0,0,0,13.2,10.9,2.0,2.6,24
Christoph Zimmermann,324,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Christos Tzolis,528,Norwich,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ciaran Clark,293,Newcastle,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Cieran Slicker,615,Man City,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Cody Drameh,562,Leeds,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Cole Palmer,507,Man City,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Connor Roberts,585,Burnley,DEF,45,2,90,0,0,0,0,4.2,4.8,5.0,1.4,24
Conor Bradley,626,Liverpool,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Conor Coady,429,Wolves,DEF,47,2,80,0,0,0,0,17.4,0.3,0.0,1.8,24
Conor Coventry,522,West Ham,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Conor Gallagher,144,Crystal Palace,MID,62,1,90,0,0,0,1,13.2,18.7,28.0,6.0,24
Conor Hourihane,29,Aston Villa,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Conrad Egan-Riley,651,Man City,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Craig Cathcart,379,Watford,DEF,43,2,90,0,0,0,0,14.8,0.2,2.0,1.7,24
Craig Dawson,414,West Ham,DEF,49,6,90,0,0,1,0,12.2,0.3,2.0,1.5,24
Cristian Romero,494,Spurs,DEF,48,0,90,0,0,0,1,24.0,0.3,2.0,2.6,24
Cristiano Ronaldo dos Santos Aveiro,579,Man Utd,FWD,125,1,22,0,0,0,0,0.0,0.8,26.0,2.3,24
Crysencio Summerville,551,Leeds,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Curtis Jones,244,Liverpool,MID,50,1,58,0,0,0,0,9.4,13.3,10.0,3.3,24
Cédric Soares,5,Arsenal,DEF,42,6,90,0,0,1,0,15.0,10.1,2.0,2.7,24
Dale Stephens,102,Burnley,MID,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dan Burn,58,Newcastle,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dan Gosling,378,Watford,MID,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dane Scarlett,520,Spurs,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Daniel Amartey,208,Leicester,DEF,38,1,90,0,0,0,0,39.4,0.3,0.0,4.0,24
Daniel Bachmann,389,Watford,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Daniel Castelo Podence,438,Wolves,MID,55,2,90,0,0,0,0,28.8,71.2,17.0,11.7,24
Daniel James,287,Leeds,MID,60,12,90,2,0,0,1,65.4,0.6,74.0,14.0,24
Daniel N'Lundulu,344,Southampton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Danny Ings,337,Aston Villa,FWD,77,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Danny Rose,377,Watford,DEF,42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Danny Ward,204,Leicester,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Darren Randolph,407,West Ham,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
David Raya Martin,80,Brentford,GK,43,2,90,0,0,0,0,30.8,0.0,0.0,3.1,24
David de Gea,270,Man Utd,GK,53,2,90,0,0,0,0,10.0,0.0,0.0,1.0,24
Davinson Sánchez,367,Spurs,DEF,46,0,90,0,0,0,1,21.6,0.8,2.0,2.4,24
Dean Henderson,280,Man Utd,GK,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Declan Rice,421,West Ham,MID,51,3,90,0,0,1,0,15.2,4.6,0.0,2.0,24
Dejan Kulusevski,701,Spurs,MID,60,1,14,0,0,0,0,2.4,11.1,0.0,1.4,24
Demarai Gray,484,Everton,MID,55,1,24,0,0,0,0,4.8,35.3,0.0,4.0,24
Dennis Praet,206,Leicester,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Diego Llorente,190,Leeds,DEF,45,7,90,1,0,0,0,39.8,0.8,37.0,7.8,24
Dilan Markanday,597,Spurs,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dimitris Giannoulis,457,Norwich,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Diogo Jota,240,Liverpool,MID,85,16,90,2,0,1,0,78.0,22.2,72.0,17.2,24
Dion Sanderson,686,Wolves,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Divock Origi,235,Liverpool,FWD,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Domingos Quina,397,Watford,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dominic Calvert-Lewin,177,Everton,FWD,79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dominic Thompson,498,Brentford,DEF,44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Donny van de Beek,282,Everton,MID,57,1,30,0,0,0,0,3.2,3.3,8.0,1.5,24
Douglas Luiz Soares de Paulo,50,Aston Villa,MID,44,2,90,0,0,0,0,10.4,18.7,0.0,2.9,24
Dwight Gayle,300,Newcastle,FWD,52,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Dwight McNeil,118,Burnley,MID,57,2,90,0,0,0,0,22.2,24.8,7.0,5.4,24
Dynel Simeu,665,Southampton,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Eberechi Eze,160,Crystal Palace,MID,59,1,10,0,0,0,0,2.2,0.6,0.0,0.3,24
Ederson Santana de Moraes,257,Man City,GK,61,6,90,0,0,1,0,18.6,0.0,0.0,1.9,24
Edinson Cavani,269,Man Utd,FWD,84,2,67,0,0,0,0,2.2,1.3,51.0,5.5,24
Edo Kayembe,679,Watford,MID,50,2,76,0,0,0,0,6.8,2.0,0.0,0.9,24
Edward Nketiah,20,Arsenal,FWD,54,1,9,0,0,0,0,0.0,0.0,0.0,0.0,24
Eldin Jakupovic,573,Leicester,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ellery Balcombe,92,Brentford,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Elliot Anderson,609,Newcastle,MID,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Ellis Simms,602,Everton,FWD,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Emerson Aparecido Leite de Souza Junior,588,Spurs,DEF,49,1,90,0,0,0,0,10.2,3.5,2.0,1.6,24
Emil Krafth,303,Newcastle,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Emile Smith Rowe,21,Arsenal,MID,59,1,22,0,0,0,0,2.0,0.2,2.0,0.4,24
Emiliano Buendía Stati,43,Aston Villa,MID,62,1,58,0,0,0,0,6.2,1.1,1.0,0.8,24
Emiliano Martínez,30,Aston Villa,GK,55,2,90,0,0,0,0,27.4,0.0,0.0,2.7,24
Emmanuel Dennis,450,Watford,FWD,62,2,90,0,0,0,0,13.8,16.0,16.0,4.6,24
Eric Bailly,286,Man Utd,DEF,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Eric Dier,361,Spurs,DEF,46,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Erik Lamela,356,Spurs,MID,60,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Erik Pieters,100,Burnley,DEF,42,1,90,0,0,0,1,31.2,6.3,2.0,4.0,24
Ethan Pinnock,91,Brentford,DEF,45,1,90,0,0,0,0,12.6,0.1,0.0,1.3,24
Ezri Konsa Ngoyo,45,Aston Villa,DEF,49,-2,86,0,0,0,0,1.8,0.0,0.0,0.2,24
Fabian Delph,163,Everton,MID,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Fabian Schär,305,Newcastle,DEF,43,1,90,0,0,0,1,22.2,0.1,21.0,4.3,24
Fabio Henrique Tavares,232,Liverpool,MID,54,3,90,0,0,1,0,23.6,3.3,0.0,2.7,24
Fabio Silva,445,Wolves,FWD,56,1,9,0,0,0,0,0.0,1.0,10.0,0.8,24
Federico Fernández,465,Newcastle,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Fernando Luiz Rosa,453,Man City,MID,48,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Fernando Marçal,432,Wolves,DEF,42,2,62,0,0,0,0,3.6,1.1,20.0,2.5,24
Ferran Torres,268,Man City,MID,67,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Filip Marschall,650,Aston Villa,GK,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Finley Stevens,569,Brentford,DEF,39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Folarin Balogun,530,Arsenal,FWD,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Francisco Casilla Cortés,183,Leeds,GK,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Francisco Femenía Far,382,Watford,DEF,43,2,77,0,0,0,0,8.8,6.4,2.0,1.7,24
Francisco Jorge Tomás Oliveira,689,Wolves,MID,55,1,28,0,0,0,0,4.6,14.8,38.0,5.7,24
Francisco Machado Mota de Castro Trincão,461,Wolves,MID,56,2,61,0,0,0,0,12.4,15.3,10.0,3.8,24
Francisco Sierralta,396,Watford,DEF,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Frank Onyeka,479,Brentford,MID,49,2,69,0,0,0,0,11.4,0.6,35.0,4.7,24
Fraser Forster,333,Southampton,GK,44,0,90,0,0,0,1,13.2,0.0,0.0,1.3,24
Freddie Woodman,513,Newcastle,GK,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Frederico Rodrigues de Paula Santos,274,Man Utd,MID,49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Frederik Alves,521,West Ham,DEF,40,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Frédéric Guilbert,46,Aston Villa,DEF,45,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Gabriel Fernando de Jesus,263,Man City,FWD,85,0,0,0,0,0,0,0.0,0.0,0.0,0.0,24
Gabriel Magalhães,23,Arsenal,DEF,53,14,90,1,0,1,1,49.2,20.8,57.0,12.7,24
